,id,layer,accuracy,precision,recall,f1-score,epoche
62,6,6,0.6588691665687081,0.6588691665687081,0.6588691665687081,0.6588691665687081,800000
63,0,0,0.6424121311860821,0.6424121311860821,0.6424121311860821,0.6424121311860821,900000
64,1,1,0.6233689902433289,0.6233689902433289,0.6233689902433289,0.6233689902433289,900000
65,2,2,0.6400611261314212,0.6400611261314212,0.6400611261314212,0.6400611261314212,900000
66,3,3,0.6338309627365699,0.6338309627365699,0.6338309627365699,0.6338309627365699,900000
67,4,4,0.645115786998942,0.645115786998942,0.645115786998942,0.645115786998942,900000
68,5,5,0.6348889150111673,0.6348889150111673,0.6348889150111673,0.6348889150111673,900000
69,6,6,0.6560479605031151,0.6560479605031151,0.6560479605031151,0.6560479605031151,900000
70,0,0,0.6535794051957212,0.6535794051957212,0.6535794051957212,0.6535794051957212,1000000
71,1,1,0.6219583872105325,0.6219583872105325,0.6219583872105325,0.6219583872105325,1000000
72,2,2,0.639590925120489,0.639590925120489,0.639590925120489,0.639590925120489,1000000
73,3,3,0.6438227342188786,0.6438227342188786,0.6438227342188786,0.6438227342188786,1000000
74,4,4,0.658398965557776,0.658398965557776,0.658398965557776,0.658398965557776,1000000
75,5,5,0.6365346185494298,0.6365346185494298,0.6365346185494298,0.6365346185494298,1000000
76,6,6,0.6556953097449161,0.6556953097449161,0.6556953097449161,0.6556953097449161,1000000
