,Unnamed: 0,layer,accuracy,precision,recall,f1-score,epoche,model,task,id
179,25.0,4,0.8177690514173518,0.8240993788819876,0.8102100635075721,0.8170957014410641,700000,t5-large,subject number,
180,26.0,5,0.8204687691741318,0.8196840826245444,0.8238886174890083,0.8217809721037885,700000,t5-large,subject number,
181,27.0,6,0.8239047735918518,0.8251406211787723,0.8241328773815342,0.8246364414029084,700000,t5-large,subject number,
182,28.0,0,0.7764142839612223,0.7953718148725949,0.7471910112359551,0.7705289672544081,600000,t5-large,subject number,
183,29.0,1,0.7863541538839122,0.8006644518272426,0.7652662432828531,0.7825652554015237,600000,t5-large,subject number,
184,30.0,2,0.7945760215977421,0.8047858942065491,0.7804103566194431,0.7924107142857143,600000,t5-large,subject number,
185,31.0,3,0.8007117437722421,0.8061477441745166,0.794333170493405,0.8001968503937008,600000,t5-large,subject number,
186,32.0,4,0.8104061848079519,0.8132219218481199,0.8082559843673669,0.8107313487688349,600000,t5-large,subject number,
187,33.0,5,0.8198551969566819,0.8226044226044226,0.8177821201758672,0.8201861832435079,600000,t5-large,subject number,
188,34.0,6,0.8221867713829918,0.8209172530939093,0.8263312164142648,0.8236153377967135,600000,t5-large,subject number,
189,35.0,0,0.7674561295864524,0.7850661135597615,0.7396189545676601,0.7616651993459943,500000,t5-large,subject number,
190,36.0,1,0.7777641428396123,0.7903841261765454,0.7589154860771862,0.7743302180685359,500000,t5-large,subject number,
191,37.0,2,0.7863541538839122,0.8011261837727156,0.7645334636052759,0.7824021997250343,500000,t5-large,subject number,
192,38.0,3,0.7994845993373421,0.8082706766917294,0.7877381533952125,0.7978723404255319,500000,t5-large,subject number,
193,39.0,4,0.8093017548165419,0.8168662674650699,0.7997068881289692,0.8081955072821525,500000,t5-large,subject number,
194,40.0,5,0.8160510492084918,0.8193453113462958,0.8131411822178798,0.8162314576437416,500000,t5-large,subject number,
195,41.0,6,0.8229230580439317,0.8268803945745993,0.8190034196384953,0.8229230580439317,500000,t5-large,subject number,
196,42.0,0,0.7661062707080624,0.7841558441558442,0.7374206155349292,0.7600704934541793,400000,t5-large,subject number,
197,43.0,1,0.7748189961958523,0.7880642693190513,0.7547630679042501,0.7710542732376793,400000,t5-large,subject number,
198,44.0,2,0.7819364339182722,0.7941101802487941,0.7640449438202247,0.7787875015560811,400000,t5-large,subject number,
199,45.0,3,0.790894588293042,0.7997992975413949,0.7787005373717636,0.7891089108910891,400000,t5-large,subject number,
200,46.0,4,0.8035341759725121,0.8107703814510098,0.794333170493405,0.8024676125848242,400000,t5-large,subject number,
201,47.0,5,0.8124923303472819,0.8169466403162056,0.8077674645823156,0.8123311225743061,400000,t5-large,subject number,
202,48.0,6,0.8149466192170819,0.8166013712047012,0.8146067415730337,0.8156028368794326,400000,t5-large,subject number,
203,49.0,0,0.7608295496379924,0.7766314160433325,0.7354665363947241,0.7554886463429934,300000,t5-large,subject number,
204,50.0,1,0.7683151306908823,0.7836934156378601,0.7442598925256473,0.7634678025557505,300000,t5-large,subject number,
205,51.0,2,0.7827954350227022,0.7922535211267606,0.7694186614557891,0.7806691449814126,300000,t5-large,subject number,
206,52.0,3,0.7921217327279421,0.7989536621823617,0.7833414753297508,0.7910705476073014,300000,t5-large,subject number,
207,53.0,4,0.8020616026506321,0.8071304778410497,0.7962872496336102,0.8016721996803148,300000,t5-large,subject number,
208,54.0,5,0.8037796048594921,0.8043425225664796,0.8053248656570591,0.80483339436104,300000,t5-large,subject number,
209,55.0,6,0.8151920481040619,0.8177799607072691,0.8133854421104054,0.8155767817781043,300000,t5-large,subject number,
210,56.0,0,0.7496625352804025,0.7708333333333334,0.7139716658524671,0.7413137205173727,200000,t5-large,subject number,
211,57.0,1,0.7616885507424224,0.7787564766839378,0.7342452369320958,0.7558461151621826,200000,t5-large,subject number,
212,58.0,2,0.7713829917781323,0.7850753897265526,0.7503663898387885,0.7673285874859498,200000,t5-large,subject number,
213,59.0,3,0.7884402994232421,0.8006088280060882,0.7708842208109429,0.7854654056744649,200000,t5-large,subject number,
214,60.0,4,0.8008344582157322,0.8109740750062925,0.7870053737176356,0.7988099665303087,200000,t5-large,subject number,
215,61.0,5,0.8009571726592221,0.8080757726819542,0.7918905715681485,0.7999013076733283,200000,t5-large,subject number,
216,62.0,6,0.8036568904160021,0.8109725685785536,0.794333170493405,0.8025666337611056,200000,t5-large,subject number,
217,63.0,0,0.7307645109829427,0.7470098803952158,0.7017586712261846,0.7236775818639798,100000,t5-large,subject number,
218,64.0,1,0.7431586697754325,0.7587276958882855,0.7166585246702492,0.7370933299836705,100000,t5-large,subject number,
