,id,layer,accuracy,precision,recall,f1-score,epoche
61,5,5,0.8009571726592221,0.8080757726819542,0.7918905715681485,0.7999013076733283,200000
62,6,6,0.8036568904160021,0.8109725685785536,0.794333170493405,0.8025666337611056,200000
63,0,0,0.7307645109829427,0.7470098803952158,0.7017586712261846,0.7236775818639798,100000
64,1,1,0.7431586697754325,0.7587276958882855,0.7166585246702492,0.7370933299836705,100000
65,2,2,0.7475763897410725,0.7613548883756736,0.7247191011235955,0.7425854085846577,100000
66,3,3,0.7564118296723524,0.7662206513506691,0.7413287738153396,0.7535692116697702,100000
67,4,4,0.7559209718983925,0.7643808088419995,0.7432828529555447,0.7536842105263158,100000
68,5,5,0.7533439685851024,0.7629984856133266,0.7383976551050317,0.7504965243296919,100000
69,6,6,0.7480672475150325,0.7527867228139707,0.7423058133854421,0.7475095314229491,100000
70,0,0,0.7086759111547429,0.7272727272727273,0.6722032242305813,0.6986544808326987,0
71,1,1,0.704871763406553,0.7175985570729193,0.6802638006839277,0.6984326018808776,0
72,2,2,0.698981470119033,0.7129509473137815,0.6709819247679532,0.6913300616584876,0
73,3,3,0.6984906123450729,0.7106821106821107,0.6744015632633121,0.6920666750219326,0
74,4,4,0.6885507424223831,0.7015544041450777,0.6614557889594529,0.6809152627608751,0
75,5,5,0.6858510246656031,0.6988076723691031,0.6585246702491451,0.6780684104627765,0
76,6,6,0.6808197324825132,0.6953677047893222,0.6489985344406448,0.671383449147189,0
